candidate,perf_status,quality_status,quality_policy,promotable,case,width,height,avg_wall_ms,baseline_avg_wall_ms,wall_delta_pct,speedup,avg_pass_count,baseline_avg_pass_count,pass_count_delta,threadgroup,diffusion_group_size,scanner_image_storage,blur_backend,blur_downsample,intermediate_precision,diffusion_cluster_sigma,halation_grouped_tail,scanner_mps,grain_blur_recurrence,dir_tail_backend,source_format,destination_format,host_layout
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,production-grain-no-sublayers,1920,1080,26.795,26.542,0.9532062391681114,0.9905579399141631,9.0,9.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,production-grain-no-blur,1920,1080,21.488,20.834,3.1390995488144378,0.9695644080416977,7.0,7.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,auto-exposure,1920,1080,9.249,9.039,2.323265847992044,0.9772948426856957,4.0,4.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,halation-only,1920,1080,24.152,22.902,5.458038599248974,0.9482444518052335,21.0,21.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,halation-boost,1920,1080,25.542,24.148,5.772734802054008,0.9454232244929919,24.0,24.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,camera-diffusion-only,1920,1080,352.362,350.456,0.5438628529687053,0.9945907901533082,34.0,60.0,-26.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,print-diffusion-only,1920,1080,352.313,349.67,0.7558555209197164,0.9924981479536663,35.0,61.0,-26.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,dir-only,1920,1080,35.64,35.606,0.09548952423748502,0.9990460157126824,8.0,8.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,scanner-only,1920,1080,6.893,6.964,-1.0195290063182167,1.0103003046568984,9.0,9.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,scanner-glare,1920,1080,10.665,10.884,-2.012127894156571,1.0205344585091423,9.0,9.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,all-effects,1920,1080,417.358,496.876,-16.00359043302554,1.1905270774730565,57.0,83.0,-26.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,default-final,3840,2160,59.507,58.968,0.9140550807217379,0.990942242089166,5.0,5.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,production-grain,3840,2160,181.4,183.33,-1.0527464135711595,1.0106394707828006,11.0,11.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,enlarged-production-grain,3840,2160,191.741,200.757,-4.491001559098806,1.0470217637333694,12.0,12.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,production-grain-no-sublayers,3840,2160,102.51,105.885,-3.1874203144921376,1.0329236172080773,9.0,9.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,production-grain-no-blur,3840,2160,80.352,80.605,-0.31387631040258057,1.0031486459577856,7.0,7.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,auto-exposure,3840,2160,32.83,33.098,-0.8097165991902855,1.0081632653061225,4.0,4.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,halation-only,3840,2160,133.942,130.745,2.4452177903552736,0.9761314598856221,21.0,21.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,halation-boost,3840,2160,139.687,132.673,5.286682294061347,0.9497877397324017,24.0,24.0,0.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
strict-dg2-recurrence-tg16x16,OK,PASSED,exact,1,camera-diffusion-only,3840,2160,2073.266,2097.005,-1.132043080488603,1.0114500503071,34.0,60.0,-26.0,16x16,2,buffer,custom,off,float,off,0.0,0.0,1.0,fused,float,float,contiguous
